愛国心,現代社会,自分の国を愛し、国の発展を願う心を何と言いますか？,自由権 公民権 社会権 福祉国家 国際協力 平和主義 多文化共生 消費者保護 男女共同参画 情報化社会
IT社会(情報社会),現代社会,コンピューターやインターネットを利用した情報のやり取りが中心となる社会を何と言いますか？,経済成長 多文化共生 グローバル化 地方分権 情報化社会 環境問題 人権尊重 消費社会 政治参加 平和主義
アイヌ,現代社会,日本の北海道地方に伝わる先住民族を何と言いますか？,韓国 朝鮮 琉球民族 沖縄県 アイヌ民族 中国 少数民族 大和民族 アイヌ文化 アイヌ文化振興法
アイヌ文化振興法,法,アイヌ民族の文化を守り、振興するために制定された法律は何ですか？,育児・介護休業法 個人情報保護法 消費者基本法 労働基準法 男女共同参画基本法 障害者基本法 民法 刑法 遺伝子操作法 環境基本法
アダム・スミス,経済,「国富論」を著し、自由経済の考え方を提唱した18世紀の経済学者は誰ですか？,カール・マルクス ジョン・メイナード・ケインズ アルフレッド・マーシャル ジョセフ・シュンペーター デヴィッド・リカード トマス・ピケティ ジョン・ロック フリードリヒ・リスト マルクス・ウェーバー ジョン・スチュアート・ミル
新しい人権,法,環境権やプライバシーの保護など、近年新たに認められてきた人権を何と言いますか？,基本的人権 自由権 社会権 平和権 参政権 児童の権利 労働基本権 国際人権 国連憲章 情報公開法
アメリカ独立宣言,政治,1776年にアメリカがイギリスからの独立を宣言した文書を何と言いますか？,権利章典 ワイマール憲法 憲法改正条項 フランス人権宣言 国連憲章 日本国憲法 憲法制定会議 国際人権規約 環境権 男女共同参画基本法
安全保障理事会 [国連],政治,国連の中で、国際平和と安全の維持を担当する機関は何ですか？,国際連合総会 国際司法裁判所 世界保健機関 ユネスコ 国際通貨基金 世界銀行 国連難民高等弁務官事務所 人権理事会 国連事務局 経済社会理事会
育児・介護休業法,法,仕事と家庭の両立を支援し、育児や介護のための休業を認める法律は何ですか？,労働基準法 労働組合法 男女雇用機会均等法 障害者基本法 個人情報保護法 消費者基本法 刑法 民法 商法 労働契約法
違憲立法審査権,法,裁判所が法律の憲法違反を判断する権限を何と言いますか？,司法権 立法権 行政権 国民審査 拒否権 修正権 否決権 弾劾権 選挙権 参政権
一票の格差,政治,選挙で一人一票の原則が守られず、地域ごとに票の価値が異なることを何と言いますか？,比例代表制 小選挙区制 選挙権 参政権 直接選挙 間接選挙 議会制民主主義 連邦制 二院制 地方自治
遺伝子操作,現代社会,生物の遺伝子を人工的に変える技術を何と言いますか？,クローン技術 バイオエシックス 生命倫理 遺伝子組み換え技術 バイオテクノロジー 先住民族保護環境権 プライバシー権 文化財保護法 知的財産権 公害対策
異文化理解,現代社会,異なる文化を尊重し、理解し合うことを何と言いますか？,多文化共生 グローバル化 国際協力 地域主義 アイデンティティ 保護主義 ナショナリズム 民族主義 民主主義 文化多様性
インターネット,現代社会,世界中のコンピューターを結ぶ情報通信網を何と言いますか？,ワールドワイドウェブ 電話網 放送網 モバイルネットワーク クラウドコンピューティング ソーシャルメディア ブロードバンド 無線通信 携帯電話 ネットワークセキュリティ
インフォームド・コンセント,法,医療の場面で患者が十分な説明を受けた上で同意することを何と言いますか？,代理人制度 裁判員制度 プライバシー権 自由権 公正取引契約 労働基本権 参政権 基本的人権 消費者保護 消費者基本法
インフレーション(インフレ),経済,物価が継続的に上昇し、通貨の価値が下がる現象を何と言いますか？,デフレーション 不況 好景気 供給過剰 需要不足 失業率 国際収支 財政赤字 経済成長 通貨危機
エイズ患者,現代社会,ヒト免疫不全ウイルス（HIV）に感染し、免疫力が低下した病気の患者を何と言いますか？,糖尿病患者 ガン患者 インフルエンザ患者 肺炎患者 結核患者 高血圧患者 脳卒中患者 アレルギー患者 認知症患者 生活習慣病患者
エネルギー,現代社会,仕事や生活に必要な力や燃料のことを何と言いますか？,資本 労働力 財 政策 技術 情報 資源 生産 手段 貿易
円高,経済,日本円の価値が外国通貨に対して高くなることを何と言いますか？,インフレーション デフレーション 輸出 超過供給 物価上昇 物価下落 金利上昇 金利低下 為替介入 円安
円安,経済,日本円の価値が外国通貨に対して低くなることは何と言いますか？,インフレーション デフレーション 輸出 超過供給 物価上昇 物価下落 金利上昇 金利低下 為替介入 円高
大きな政府,政治,政府の役割や規模が大きく、積極的に経済や社会に介入する政策を何と言いますか？,小さな政府 自由主義 保守主義 民主主義 立憲主義 直接民主制 間接民主制 連邦制 中央集権 制限政府
オゾン層,現代社会,地球を紫外線から守る成層圏にあるガスの層を何と言いますか？,温室効果層 地表層 寒冷前線 オゾ層 海洋層 大気圏 磁気圏 成層圏 赤道大気圏 オゾメン層
卸売業,経済,商品を大量に仕入れて小売業者に販売する業種を何と言いますか？,小売業 製造業 サービス業 農業 漁業 林業 鉱業 建設業 運輸業 金融業
温室効果ガス,現代社会,地球の気温を上昇させる原因となる大気中の気体を何と言いますか？,酸素 二酸化炭素 窒素 水素 メタン アンモニア オゾン 硫黄化合物 塩素 水蒸気
オンブズマン制度,法,行政の不正や不当な行為を監視し、改善を求める制度を何と言いますか？,裁判制度 監査制度 国会制度 立法制度 行政改革 制裁制度 行政裁判 所信表明 決議制度 司法権
外交,政治,国と国との関係を調整し、交渉や協力を行う活動を何と言いますか？,内政 政治運動 選挙活動 立法活動 行政活動 国際貿易 経済活動 国際協力 社会運動 情報活動
外国人差別,現代社会,日本に住む外国人に対して不当な扱いや偏見をすることを何と言いますか？,人種差別 性差別 障害者差別 年齢差別 宗教差別 国籍差別 地域差別 身分差別 職業差別 階級差別
外国人参政権,政治,日本に住む外国人に認めるべきか議論されている政治参加の権利を何と言いますか？,選挙権 被選挙権 投票権 議員権 住民投票権 立候補権 罷免権 直接民主権 間接民主権 参政権
介護保険,法,高齢者の介護を社会全体で支えるための保険制度を何と言いますか？,年金保険 健康保険 労災保険 失業保険 自賠責保険 火災保険 自動車保険 生命保険 傷害保険 損害保険
介護保険法,法,介護保険制度の内容を定めた法律を何と言いますか？,労働基準法 民法 刑法 労働契約法 男女雇用機会均等法 育児・介護休業法 消費者基本法 障害者基本法 遺伝子組み換え法 個人情報保護法
外務省,政治,日本の外交政策を担当する中央官庁はどこですか？,法務省 財務省 厚生労働省 経済産業省 内閣府 総務省 文部科学省 防衛省 警察庁 内務省
価格,経済,商品やサービスの売買における価値の交換比率を何と言いますか？,賃金 利子 配当 手数料 関税 税金 給料 所得 利益 資本
科学技術,現代社会,自然の法則に基づく知識やその応用を何と言いますか？,人文科学 社会科学 心理学 医学 経済学 情報通信技術 応用科学 自然科学 化学技術 物理技術
下級裁判所,法,日本の裁判所のうち、地方裁判所や家庭裁判所などを総称して何と言いますか？,最高裁判所 高等裁判所 検察庁 弁護士会 法務省 内閣法制局 裁判官会議 裁判所職員連盟 公証人役場 行政機関
核拡散防止条約,政治,核兵器の拡散を防ぐために各国が結んだ条約を何と言いますか？,地球温暖化防止条約 気候変動枠組条約 パリ協定 国連憲章 人権宣言 環境基本法 防衛白書 日米安全保障条約 連合国条約 国際刑事裁判所設立条約
核家族,現代社会,親と子どもだけの家族形態を何と言いますか？,拡大家族 単身世帯 夫婦のみ世帯 一人親家庭 祖父母同居世帯 共同生活世帯 同居家族 世帯別人口 単世帯 介護家族
閣議,政治,日本の内閣が重要な政策を決定する会議を何と言いますか？,国会 予算委員会 議会 衆議院 参議院 内閣総理大臣 会議室 省庁会議 国会運営委員会 連立会議
核兵器,政治,大きな破壊力を持つ原子力を利用した兵器を何と言いますか？,化学兵器 生物兵器 ミサイル 大砲 銃器 爆弾 手榴弾 機関銃 無人兵器 ドローン
家計,経済,家庭での収入と支出の管理を何と言いますか？,企業経営 財務会計 国家予算 投資運用 貿易収支 金融政策 経済成長 物価指数 労働市場 財政赤字
貸付,経済,お金を一定期間貸し出すことを何と言いますか？,預金 投資 配当 返済 利息 資産運用 保険料 収益 流動性 債権
化石燃料,現代社会,石炭や石油など、地中に長い時間かけてできた燃料を何と言いますか？,再生可能エネルギー 水力発電 太陽光発電 風力発電 原子力エネルギー バイオマスエネルギー 地熱エネルギー 潮力エネルギー 電気 エネルギー効率
寡占,経済,少数の企業が市場の大部分を支配している状態を何と言いますか？,独占 競争市場 完全競争 市場均衡 自由競争 価格競争 独占禁止法 市場介入 公正取引 需要と供給
過疎化,現代社会,人口が減少し、地域の活力が失われる現象を何と言いますか？,過密化 都市集中 少子化 高齢化 住宅過剰 地方分権 都市化 地域活性化 労働力不足 移民増加
家族,現代社会,血縁や婚姻などで結ばれた生活共同体を何と言いますか？,個人 友人集団 職場集団 政党 学校集団 近隣住民 集団就職 労働組合 地域共同体 社会集団
家庭裁判所,法,離婚や相続など家庭内の問題を扱う裁判所はどれですか？,最高裁判所 地方裁判所 高等裁判所 簡易裁判所 検察庁 労働審判所 行政裁判所 刑事裁判所 民事裁判所 国際裁判所
株式または株式会社,経済,企業が資金調達のために発行し、株主が出資する会社の仕組みを何と言いますか？,有限責任会社 合同会社 個人事業 主婦起業 合同労働組合 合同会社制度 公社 公団 独立行政法人 財団法人
株主,経済,株式会社に出資し、経営に参加する権利を持つ人を何と言いますか？,債権者 従業員 取締役 社長 会計士 税理士 弁護士 公認会計士 労働組合代表 消費者代表
貨幣,経済,商品やサービスの交換に用いるお金のことを何と言いますか？,物々交換 商品券 電子マネー クレジットカード 小切手 手形 株券 債券 預金通貨 金券
過密化,現代社会,人口が集中して密度が高くなることを何と言いますか？,過疎化 都市化 地方分権 少子高齢化 労働力流出 住宅不足 公害 増税 都市計画 交通渋滞
カルテル,経済,複数の企業が価格や生産量を協定して競争を避けることを何と言いますか？,独占 禁止法 競争促進 法規制 価格競争 自由市場 公正取引 独占禁止法 合同企業 共同体
過労死,現代社会,過度な労働によって健康を害し死亡することを何と言いますか？,失業 病気 障害 職業病 労働災害 労働争議 過労 入院 事故 介護
為替,経済,異なる通貨間の交換や支払いを何と言いますか？,株式 債券 貿易 物価 賃金 給料 貯蓄 利子 財政 赤字
簡易裁判所,法,比較的軽い事件を扱う裁判所を何と言いますか？,地方裁判所 高等裁判所 最高裁判所 家庭裁判所 行政裁判所 裁判員裁判所 民事裁判所 刑事裁判所 国際裁判所 司法委員会
環境アセスメント法,法,大規模開発事業が環境に与える影響を調査し、評価することを義務付ける法律はどれですか？,環境基本法 自然保護法 公害防止法 廃棄物処理法 水質汚濁防止法 騒音規制法 大気汚染防止法 森林法 地球温暖化対策法 自然環境保全法
環境基本法,法,日本の環境保全の基本的な方針を定めた法律はどれですか？,環境アセスメント法 公害防止法 水質汚濁防止法 騒音規制法 廃棄物処理法 地球温暖化対策法 森林法 自然保護法 自然環境保全法 環境教育法
環境権,法,健康で文化的な環境で生活する権利を何と言いますか？,生存権 労働基本権 自由権 社会権 参政権 基本的人権 受益権 財産権 公益権 環境保護権
環境立国,政治,環境保全を国の重要政策とする国家のあり方を何と言いますか？,経済立国 自由立国 安全保障 国家主権 地方分権 文化立国 技術立国 福祉国家 教育国家 交通国家
観光,現代社会,他の地域や国に行き、自然や文化を楽しむ活動を何と言いますか？,移住 出張 通勤 通学 旅行 留学 研修 商談 訪問 視察
観光立国,政治,観光産業を国の重要な成長戦略とする政策を何と言いますか？,農業立国 工業立国 技術立国 福祉国家 経済立国 環境立国 教育立国 軍事立国 貿易立国 文化立国
間接税,経済,消費者が税を負担するが、企業が代わりに納める税を何と言いますか？,直接税 所得税 法人税 固定資産税 贈与税 相続税 住民税 事業税 自動車税 消費税
間接民主制,政治,国民が代表者を選び、その代表が政治を行う制度を何と言いますか？,直接民主制 立憲君主制 絶対君主制 議会制 独裁制 専制政治 民主主義 君主制 共和制 社会主義
管理価格,経済,政府が価格の上限や下限を決めて調整する価格を何と言いますか？,市場価格 均衡価格 希望小売価格 競争価格 取引価格 公定価格 原価価格 参考価格 実勢価格 希少価格
議院内閣制,政治,国会が内閣の信任権を持ち、内閣が国会に責任を負う政治制度を何と言いますか？,大統領制 連邦制 直接民主制 独裁制 立憲君主制 議会制 絶対君主制 社会主義 民主主義 専制政治
飢餓,現代社会,食料不足で栄養失調や死に至る状態を何と言いますか？,飽食 栄養過多 過食 食物中毒 食品衛生 食品廃棄 食料自給率 食料浪費 食品安全 食料危機
議会制民主主義,政治,国民が選んだ代表が議会で法律を決める政治の仕組みを何と言いますか？,直接民主制 立憲君主制 独裁制 専制政治 社会主義 連邦制 大統領制 共和制 君主制 独立制
企業,経済,商品やサービスを生産・販売する組織を何と言いますか？,家族 消費者 労働者 市場 政府 投資家 取引先 銀行 公務員 商店
企業家,経済,新しい事業や商品を生み出す人を何と言いますか？,投資家 労働者 消費者 官僚 公務員 取締役 従業員 監査役 議員 研究者
棄権,政治,選挙の投票を行わないことを何と言いますか？,投票 当選 選出 選挙権 立候補 投票率 有権者 投票所 期日前投票 開票
技術革新,経済,新しい技術や製品が開発されることを何と言いますか？,経済成長 産業革命 生産性向上 市場拡大 資本主義 競争力向上 需要増加 労働力増加 市場縮小 労働生産性
規制緩和,政治,政府の規制を減らし、市場の自由を広げる政策を何と言いますか？,市場介入 保護主義 独占禁止法 福祉国家 自由貿易 保護関税 地方分権 中央集権 公共事業 労働組合
基本的人権,法,すべての人が生まれながらにして持つ自由や権利を何と言いますか？,財産権 契約自由 労働権 選挙権 参政権 社会権 自由権 平和権 環境権 議員資格
基本的人権の尊重,法,日本国憲法が国の基本原則として掲げる、人権を大切にする考え方を何と言いますか？,権利保障 平和主義 国民主権 立憲主義 民主主義 三権分立 法の支配 直接民主制 間接民主制 代表民主制
君が代,政治,日本の国歌を何と言いますか？,国旗 歌舞伎 日本国憲法 祝日 祭り 文化財 国家 議会 憲法裁判所 国際条約
義務,法,国民が法律や憲法に従って行わなければならない責任や行動を何と言いますか？,権利 自由 参政権 罷免権 監督権 選挙権 言論の自由 保障 権限 保護
旧敵国条項,政治,国連憲章にあり第二次世界大戦の戦勝国と敗戦国の関係を定めた条項を何と言いますか？,安全保障理事会 常任理事国 非常任理事国 国際連合総会 人権理事会 平和維持軍 国際刑事裁判所 国際通貨基金 世界銀行 国際司法裁判所
教育基本法,法,日本の教育の基本方針を定めた法律を何と言いますか？,学校教育法 教育委員会法 教育委員会規則 学校保健法 義務教育法 学校設置法 教育振興法 教育改革法 教育政策法 教育支援法
教育を受ける権利,法,すべての人が教育を受けることができる権利を何と言いますか？,参政権 労働権 財産権 自由権 受益権 基本的人権 社会権 平和権 環境権 選挙権
供給,経済,商品やサービスを市場に出す量を何と言いますか？,需要 消費 生産 投資 貯蓄 販売 利益 価格 賃金 労働力
行政,政治,法律に基づいて国や地方公共団体が行う仕事や活動を何と言いますか？,立法 政策決定 司法 選挙 監督 調査 改革 審査 計画 財政
行政改革,政治,行政の効率化や透明化を進める取り組みを何と言いますか？,市場開放 規制強化 政府介入 民主化 独裁制 地方分権 中央集権 行政監査 公務員制度改革 公共事業
行政権,政治,法律を実行し、国の政策を行う権限を何と言いますか？,立法権 司法権 選挙権 議会権 監督権 決定権 参政権 統治権 行政裁量権 自治権
行政権の肥大,政治,行政の権限や役割が過剰に大きくなることを何と言いますか？,権力分立 政府縮小 行政改革 行政監査 権力集中 立法肥大 司法肥大 行政独裁 市民参加 行政責任
競争,経済,企業や個人が利益や市場を獲得するために争うことを何と言いますか？,協力 独占 合意 協調 連携 競争排除 価格統制 競争制限 経済統制 価格協定
京都議定書,政治,温暖化防止のために各国が二酸化炭素の排出削減を約束した国際条約はどれですか？,パリ協定 国連憲章 気候変動枠組条約 生物多様性条約 国際労働機関条約 国際人権規約 地球温暖化防止法 廃棄物処理法 環境基本法 海洋法条約
郷土,現代社会,自分が生まれ育った土地や地域を何と言いますか？,首都 都市 国家 国土 県 市町村 村 落合 区 区域
拒否権,政治,特定の決定に対して拒否できる権利を何と言いますか？,承認権 決定権 議決権 否定権 人権 選挙権 選出権 否決権 否認権 罷免権
銀行,経済,預金や貸付などの金融業務を行う機関を何と言いますか？,証券会社 保険会社 証券取引所 中央銀行 信用金庫 投資信託 信用組合 労働金庫 住宅ローン会社 ノンバンク
均衡価格,経済,需要と供給が一致し、市場で決まる価格を何と言いますか？,希望価格 最高価格 最低価格 販売価格 公定価格 指定価格 基準価格 参考価格 交渉価格 入札価格
銀行の銀行,経済,他の銀行に資金を貸し出す中央銀行のことを何と言いますか？,普通銀行 信用金庫 証券会社 労働金庫 保険会社 投資銀行 信用組合 貸金業者 ノンバンク 金融庁
金融,経済,お金の流れや管理、貸し借りなどをまとめて何と言いますか？,貿易 資源 投資 生産 流通 消費 経済成長 物価 労働力 財政
金融機関,経済,預金や貸付、為替業務などを行う機関を何と言いますか？,証券会社 保険会社 証券取引所 信用金庫 投資信託 信用組合 労働金庫 住宅ローン会社 ノンバンク ファンドマネージャー
金融政策,経済,中央銀行が通貨供給量や金利を調整して景気を安定させる政策を何と言いますか？,財政政策 産業政策 貿易政策 規制政策 保護政策 輸出促進政策 租税政策 公共事業政策 賃金政策 物価政策
勤労所得,経済,働いて得られる賃金や給与のことを何と言いますか？,資本所得 利子配当 不労所得 事業所得 財産所得 配当所得 土地所得 賃貸所得 労働分配金 事業分配金
勤労の義務,法,日本国憲法で国民に課せられている、働くことの責任を何と言いますか？,勤労の権利 参政権 自由権 社会権 基本的人権 財産権 選挙権 義務教育 権利保障 保障
勤労の権利,法,働くことができる権利を日本国憲法で保障しているが、この権利を何と言いますか？,勤労の義務 参政権 自由権 社会権 基本的人権 財産権 選挙権 義務教育 権利保障 保障
クーリング・オフ,法,消費者が契約後一定期間内に無条件で契約を解除できる制度を何と言いますか？,返金制度 保証制度 保険制度 返品制度 消費者契約法 違約金制度 クレーム処理制度 消費者保護法 消費税制度 消費者相談制度
クールジャパン,現代社会,日本の文化や製品を海外に発信し、経済効果をねらう戦略を何と言いますか？,グローバル化 輸出促進 貿易摩擦 貿易赤字 貿易黒字 多国籍企業 国際協力 国際貿易 国際金融 貿易自由化
日本国憲法,法,日本国の最高法規はどれですか？,基本的人権 民法 刑法 労働基準法 教育基本法 地方自治法 国民の権利 国会法 税法 平和基本法
クレジットカード,経済,商品やサービスの代金を後払いで支払うことができるカードを何と言いますか？,デビットカード 電子マネー キャッシュカード ポイントカード プリペイドカード ギフトカード クーポン券 現金 小切手 手形
グローバル化,現代社会,世界各国が経済や文化、情報で密接につながることを何と言いますか？,地域化 独占資本主義 自給自足 保護主義 民族主義 閉鎖経済 貿易摩擦 内需拡大 資本主義 輸出自由化
グローバル人材,現代社会,国際社会で活躍できる能力を持つ人材を何と言いますか？,国内人材 地方人材 専門職員 事務職員 公務員 技術者 技能労働者 一般職員 教師 研究者
クローン技術,現代社会,遺伝的に同一の個体を人工的に作る技術を何と言いますか？,遺伝子組換え 遺伝子操作 遺伝子治療 遺伝子診断 遺伝子編集 遺伝子多型 遺伝子突然変異 遺伝子配列解析 遺伝子増幅 遺伝子発現
経営者,経済,企業の方針を決定し、経営を指導する人を何と言いますか？,従業員 労働者 監査役 株主 投資家 販売員 取引先 公務員 研究者 技術者
景気,経済,経済活動の活発さや停滞の状態を何と言いますか？,物価 指数 賃金 貿易収支 財政 赤字 黒字 失業率 物価上昇 金利
景気の変動,経済,好景気と不景気が繰り返される経済の動きを何と言いますか？,インフレ デフレ 失業率 賃金上昇 経済成長 物価安定 公共投資 財政再建 金融引締め 物価変動
経済,経済,人々が財やサービスを生産・分配・消費する活動を何と言いますか？,政治 文化 教育 技術 科学 医療 福祉 農業 工業 商業
経済活動の自由,法,経済活動を自由に行うことが認められている権利を何と言いますか？,経済制限 経済統制 経済規制 財産権 独占禁止権 労働基本権 参政権 社会権 環境権 自由権
経済成長,経済,一国の経済規模が長期間にわたり拡大することを何と言いますか？,経済停滞 経済後退 経済縮小 景気後退 物価下落 賃金減少 失業増加 財政赤字 金利上昇 貿易赤字
経済のサービス化・ソフト化,経済,物の生産からサービスや情報産業が中心になることを何と言いますか？,工業化 農業化 製造業化 資源産業化 建設業化 伝統産業化 重工業化 輸出産業化 造船業化 自動車産業化
経済の循環,経済,家計・企業・政府・海外間での貨幣や物の流れを何と言いますか？,貿易収支 生産連鎖 資本連鎖 物流網 金融網 財政政策 産業構造 労働市場 金融市場 貨幣政策
刑事裁判,法,犯罪に対して罪を裁く裁判を何と言いますか？,民事裁判 行政裁判 労働裁判 家庭裁判 国際裁判 商事裁判 仲裁 裁判員裁判 民事調停 調停委員会
刑事補償請求権,法,冤罪で損害を受けた被告人が国に補償を求める権利を何と言いますか？,損害賠償請求権 所得保障権 労働補償権 社会保障権 参政権 自由権 基本権 選挙権 財産権 表現の自由
芸術,現代社会,美や感情を表現する活動を何と言いますか？,科学 技術 工業 商業 政治 経済 教育 医療 福祉 スポーツ
経世済民,経済,国の政治や経済を治めて人々の生活を安定させることを表す言葉を何と言いますか？,政治腐敗 経済混乱 社会不安 政府無策 財政赤字 経済後退 物価高騰 賃金低下 失業増加 貧困拡大
契約,法,二者間で権利義務を取り決める約束を何と言いますか？,合意 解約 取消 無効 取消権 権利放棄 請求権 所有権 使用権 貸借権
ケインズ,経済,有効需要の不足が不況を引き起こすと説いた経済学者は誰ですか？,アダム・スミス マルクス リカード フリードマン サミュエルソン シュンペーター ハイエク ロック ルーズベルト カイン
原告,法,裁判で訴えを起こす側の人を何と言いますか？,被告 裁判官 弁護士 検察官 証人 陪審員 調停者 仲裁者 裁判員 書記官
検察官,法,犯罪を起訴して裁判で立証する役割を持つ人を何と言いますか？,弁護人 裁判官 被告 証人 陪審員 原告 書記官 調停者 仲裁者 裁判員
検察審査会,法,不起訴処分の妥当性を市民が審査する制度を何と言いますか？,裁判所 弁護団 警察庁 法務省 国会 裁判員制度 陪審制度 検察官委員会 弁護士会 公訴権
原子力発電,現代社会,核分裂のエネルギーを利用して電気をつくる発電方法を何と言いますか？,火力発電 水力発電 太陽光発電 風力発電 地熱発電 バイオマス発電 潮力発電 洋上風力発電 LNG発電 石炭火力発電
減税,経済,税金の負担を軽くすることを何と言いますか？,増税 課税 免税 申告 納税 控除 調整 税率引上げ 税収増加 予算削減
憲法,法,国の基本的なルールや国民の権利義務を定めた最高法規を何と言いますか？,法律 条例 規則 命令 規約 契約 約款 条項 章典 条例集
憲法改正,法,憲法の内容を変更することを何と言いますか？,法律改正 条例改正 規則変更 命令改正 契約変更 規約変更 章典改正 条項改正 条例変更 条約改正
憲法審査会,政治,国会内で憲法改正案の審議を行う機関を何と言いますか？,内閣委員会 司法委員会 監査委員会 財務委員会 法務委員会 外交委員会 議院運営委員会 文教委員会 予算委員会 憲法委員会
憲法の番人,法,憲法の遵守を守り、法律や行政の違憲を判断する裁判所を何と言いますか？,国会 行政機関 内閣 裁判所 検察庁 警察庁 弁護士会 法務省 公証人 監査院
権利,法,国民が持つ自由や利益を法律に基づいて主張できる力を何と言いますか？,義務 責任 義務権 利益 免責 権限 役割 職務 特権 責務
権利の章典,法,イギリスで1689年に制定され、国民の権利を保障した文書を何と言いますか？,マグナカルタ ワイマール憲法 アメリカ独立宣言 フランス人権宣言 日本国憲法 国際人権規約 バージニア権利章典 ナポレオン法典 ジュネーブ条約 国際労働機関憲章
権力分立,政治,国家の権力を三つに分けて相互に抑制・均衡させる仕組みを何と言いますか？,独裁制 専制政治 全体主義 民主主義 君主制 連邦制 協議制 直接民主制 代議制 軍事政権
合意,法,当事者同士が意見を一致させて決定することを何と言いますか？,対立 争議 反対 論争 不一致 紛争 争訟 反論 抗議 異議
公海,法,いずれの国にも属さず、すべての国が自由に利用できる海域を何と言いますか？,領海 内水 排他的経済水域 海峡 国際水域 公共水域 保護水域 排除水域 沿岸水域 水域管理区
公害,現代社会,工場や車の排出物などによって、自然や人の健康が損なわれる問題を何と言いますか？,温暖化 水質汚染 土壌汚染 騒音 交通渋滞 自然破壊 森林伐採 水不足 ごみ問題 地球温暖化
公害問題,現代社会,経済活動により発生する環境汚染に関する社会的な問題を何と言いますか？,資源枯渇 砂漠化 森林破壊 温暖化 自然災害 水不足 絶滅危惧種 環境保護 環境破壊 エコロジー
公海自由の原則,法,公海ではすべての国が自由に航行・漁業などを行えるとする国際法上の原則を何と言いますか？,排他的経済水域 領海 内水 海峡 自由貿易 保護水域 領土主権 海洋主権 制限水域 沿岸国権
公企業,経済,政府や地方公共団体が経営する企業を何と言いますか？,私企業 民間企業 株式会社 合同会社 有限会社 株主会社 ベンチャー企業 合弁会社 共同企業 公団
公共サービス,経済,教育・福祉・警察・消防など、社会全体に提供されるサービスを何と言いますか？,民間サービス 商業サービス 自由サービス 専門サービス 個人サービス 業務サービス 特別サービス 産業サービス 文化サービス 社会サービス
公共財,経済,誰もが利用でき、他人の使用を妨げない財やサービスを何と言いますか？,私的財 独占財 消費財 投資財 生産財 有形財 無形財 資本財 労働財 資源財
公共事業,経済,政府が道路やダムなどの建設を行う事業を何と言いますか？,民間事業 私企業 開発事業 環境事業 産業事業 商業事業 農業事業 林業事業 水産事業 観光事業
公共投資,経済,景気を調整するために政府が行う公共事業への支出を何と言いますか？,民間投資 外国投資 個人投資 設備投資 直接投資 間接投資 資本投資 金融投資 短期投資 長期投資
公共の精神,現代社会,自分だけでなく社会全体の利益を考えて行動する心構えを何と言いますか？,私利私欲 利己主義 独善 主観主義 自己中心 主体性 独立心 私有意識 自己利益 利己心
公共の福祉,法,すべての国民の利益を守るために、個人の権利が制限されることを何と言いますか？,基本的人権 自由権 社会権 平等権 財産権 参政権 生命権 教育権 勤労権 保障権
公共料金,経済,電気・水道・交通など生活に必要な基本サービスの料金を何と言いますか？,消費税 税金 保険料 罰金 寄付金 会費 使用料 手数料 保守費 維持費
好景気(好況),経済,経済活動が活発になり、所得や雇用が増える状態を何と言いますか？,不景気 不況 景気後退 景気停滞 デフレ リセッション 不況期 景気減退 景気低迷 景気減速
合計特殊出生率,現代社会,一人の女性が一生に産むとされる子どもの平均数を何と言いますか？,死亡率 平均寿命 自然増加率 人口増加率 失業率 婚姻率 離婚率 平均所得率 労働参加率 就業率
公債,経済,政府が資金調達のために発行する借金の証書を何と言いますか？,国債 税金 予算 収入 支出 財政 赤字 利子 資本 金融
